,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,ratio_per_person
5656,26,63,High,High,Yes,7,79,Medium,Yes,1,Low,High,Public,Negative,2.0,No,High School,Near,Male,67,0.4126984126984127
5657,20,68,Medium,High,Yes,6,96,Medium,Yes,0,Low,High,Public,Neutral,3.0,No,High School,Near,Female,66,0.29411764705882354
5658,28,96,Low,High,No,6,63,High,No,1,High,Medium,Public,Positive,2.0,No,High School,Moderate,Female,71,0.2916666666666667
5659,16,61,Medium,High,Yes,8,54,High,Yes,0,Low,High,Private,Positive,3.0,No,College,Moderate,Male,62,0.26229508196721313
5660,20,86,Medium,Medium,Yes,8,60,Low,Yes,1,High,Medium,Public,Neutral,3.0,Yes,Postgraduate,Near,Male,67,0.23255813953488372
5661,14,75,Medium,Medium,Yes,6,75,Medium,Yes,0,Low,High,Public,Neutral,2.0,No,High School,Near,Male,64,0.18666666666666668
5662,20,87,Medium,Low,No,5,84,Medium,Yes,2,Medium,Medium,Private,Neutral,3.0,No,High School,Near,Male,68,0.22988505747126436
5663,11,84,Medium,Medium,Yes,7,85,High,Yes,3,Medium,Medium,Public,Neutral,4.0,No,College,Moderate,Female,67,0.13095238095238096
5664,17,69,Medium,Medium,Yes,7,54,High,Yes,1,High,Low,Public,Neutral,2.0,No,High School,Near,Male,63,0.2463768115942029
5665,11,94,High,High,No,6,88,Medium,Yes,2,Medium,Medium,Public,Positive,4.0,No,High School,Near,Male,70,0.11702127659574468
5666,24,80,Low,High,Yes,9,83,Medium,Yes,1,Low,Low,Public,Negative,1.0,No,High School,Near,Male,67,0.3
5667,24,93,Medium,High,Yes,8,70,Low,Yes,1,Medium,High,Private,Neutral,3.0,No,High School,Moderate,Female,71,0.25806451612903225
5668,10,76,Medium,Low,Yes,7,79,Low,Yes,3,Medium,Medium,Private,Neutral,4.0,No,High School,Far,Female,62,0.13157894736842105
5669,28,99,Medium,Medium,Yes,6,88,Medium,Yes,3,Low,Medium,Public,Positive,4.0,No,High School,Near,Female,75,0.2828282828282828
5670,35,91,Low,Medium,Yes,10,63,Low,Yes,1,Medium,Medium,Public,Neutral,5.0,No,High School,Near,Male,72,0.38461538461538464
5671,20,99,Medium,Low,Yes,5,97,Low,Yes,4,High,Medium,Public,Neutral,3.0,No,College,Near,Female,73,0.20202020202020202
5672,16,81,Low,Medium,No,6,57,High,Yes,3,Low,Low,Private,Positive,3.0,No,High School,Near,Male,64,0.19753086419753085
5673,37,79,Medium,High,No,6,95,High,Yes,1,High,Medium,Public,Negative,1.0,No,High School,Near,Male,73,0.46835443037974683
5674,12,90,Medium,Low,Yes,7,87,Low,Yes,2,Low,High,Public,Neutral,2.0,No,Postgraduate,Far,Male,66,0.13333333333333333
5675,20,95,Low,Low,No,8,83,High,Yes,1,Medium,Medium,Private,Positive,3.0,No,High School,Near,Female,69,0.21052631578947367
5676,21,99,Medium,Medium,Yes,5,54,High,Yes,1,Low,Medium,Public,Neutral,4.0,No,College,Moderate,Male,70,0.21212121212121213
5677,28,73,Medium,High,Yes,6,96,Medium,Yes,1,Medium,Medium,Public,Negative,0.0,No,Postgraduate,Near,Female,70,0.3835616438356164
5678,22,92,High,High,No,8,65,Medium,Yes,0,Medium,High,Private,Positive,2.0,No,High School,Moderate,Male,71,0.2391304347826087
5679,17,68,Low,High,Yes,6,87,High,Yes,0,Low,Medium,Private,Positive,4.0,Yes,College,Near,Male,64,0.25
5680,14,82,Medium,High,No,6,94,Low,Yes,7,Medium,High,Private,Negative,4.0,No,Postgraduate,Near,Male,71,0.17073170731707318
5681,18,67,High,Medium,Yes,7,62,High,Yes,1,Low,Low,Private,Positive,2.0,No,High School,Far,Male,63,0.26865671641791045
5682,14,74,High,High,Yes,6,96,Low,Yes,2,Low,High,Public,Neutral,4.0,No,College,Near,Male,68,0.1891891891891892
5683,20,97,Medium,Medium,No,7,81,Medium,Yes,3,Medium,High,Public,Neutral,3.0,Yes,College,Near,Male,71,0.20618556701030927
5684,17,66,Medium,Medium,Yes,8,83,Medium,Yes,4,Medium,High,Private,Negative,5.0,No,High School,Moderate,Male,65,0.25757575757575757
5685,11,85,High,Medium,Yes,7,96,Medium,No,1,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,66,0.12941176470588237
5686,28,84,High,High,Yes,9,76,High,Yes,0,High,Medium,Private,Negative,3.0,No,High School,Near,Male,72,0.3333333333333333
5687,17,65,High,High,Yes,8,72,Low,Yes,1,Low,Medium,Public,Positive,4.0,No,College,Moderate,Male,65,0.26153846153846155
5688,12,73,Low,Medium,No,7,82,Medium,No,1,Low,Medium,Public,Positive,3.0,No,High School,Far,Male,60,0.1643835616438356
5689,19,83,Low,Medium,No,7,78,High,No,2,Low,High,Public,Positive,4.0,No,Postgraduate,Moderate,Male,67,0.2289156626506024
5690,20,67,Medium,High,No,10,53,High,Yes,1,Low,Medium,Private,Positive,2.0,No,Postgraduate,Near,Male,65,0.29850746268656714
5691,10,92,High,Low,Yes,6,59,High,Yes,0,Low,Medium,Public,Negative,2.0,No,High School,Moderate,Female,64,0.10869565217391304
5692,22,99,High,High,Yes,7,51,Medium,Yes,2,High,High,Public,Negative,4.0,Yes,High School,Moderate,Male,72,0.2222222222222222
5693,14,69,High,Medium,No,6,55,Medium,Yes,3,Low,Low,Private,Positive,2.0,No,High School,Moderate,Male,62,0.2028985507246377
5694,30,67,Medium,Medium,Yes,8,86,Medium,Yes,0,Low,Medium,Public,Neutral,4.0,No,High School,Moderate,Female,67,0.44776119402985076
5695,23,78,Medium,Medium,Yes,10,50,Medium,Yes,1,Medium,Medium,Private,Positive,3.0,Yes,Postgraduate,Near,Female,67,0.2948717948717949
5696,18,90,Medium,Medium,No,7,65,Low,Yes,4,Medium,Medium,Public,Positive,3.0,No,College,Near,Female,69,0.2
5697,16,71,High,High,Yes,7,72,Low,Yes,1,Medium,Low,Private,Neutral,4.0,No,College,Moderate,Female,65,0.22535211267605634
5698,19,61,Medium,High,No,7,97,Low,Yes,0,Medium,High,Public,Negative,3.0,Yes,College,Far,Male,62,0.3114754098360656
5699,24,82,High,Medium,Yes,5,66,Medium,Yes,0,Medium,Medium,Private,Neutral,3.0,No,Postgraduate,Near,Male,69,0.2926829268292683
5700,20,98,Medium,High,No,7,89,Medium,Yes,1,High,Medium,Public,Positive,3.0,No,College,Far,Female,72,0.20408163265306123
5701,19,76,Low,High,Yes,10,70,Low,Yes,1,Low,Medium,Public,Negative,3.0,No,College,Far,Female,63,0.25
5702,20,77,High,Medium,No,8,55,Low,Yes,1,Medium,Medium,Public,Negative,3.0,No,College,Far,Female,64,0.2597402597402597
5703,16,99,Low,Medium,Yes,9,55,Medium,Yes,1,High,Medium,Public,Neutral,3.0,Yes,College,Far,Female,67,0.16161616161616163
5704,18,88,Medium,Medium,No,9,72,High,Yes,2,High,High,Public,Neutral,4.0,No,Postgraduate,Moderate,Male,70,0.20454545454545456
5705,7,89,High,Low,Yes,6,53,Medium,Yes,3,Low,High,Private,Neutral,2.0,No,High School,Moderate,Male,64,0.07865168539325842
5706,26,83,Medium,Medium,No,10,79,Medium,Yes,1,High,Medium,Public,Neutral,2.0,No,High School,Moderate,Female,69,0.3132530120481928
5707,22,99,High,High,No,4,75,Low,Yes,2,Medium,Medium,Private,Negative,4.0,No,High School,Near,Female,72,0.2222222222222222
5708,15,88,Medium,Medium,Yes,7,85,Medium,Yes,4,Medium,Medium,Private,Negative,2.0,No,Postgraduate,Near,Female,69,0.17045454545454544
5709,31,96,High,Medium,Yes,4,59,Medium,Yes,3,Low,Medium,Private,Neutral,5.0,No,High School,Near,Female,75,0.3229166666666667
5710,21,88,Low,Medium,No,4,80,Low,Yes,1,Medium,Medium,Public,Positive,2.0,Yes,Postgraduate,Near,Male,67,0.23863636363636365
5711,14,89,Medium,Medium,Yes,8,59,High,Yes,1,Low,Medium,Private,Neutral,3.0,No,College,Near,Male,67,0.15730337078651685
5712,25,72,Medium,Medium,No,6,86,High,Yes,0,Medium,,Public,Neutral,2.0,No,High School,Far,Female,66,0.3472222222222222
5713,22,72,Medium,Low,Yes,9,65,High,Yes,0,Medium,Medium,Public,Neutral,3.0,No,High School,Moderate,Male,64,0.3055555555555556
5714,22,91,Medium,Low,No,4,81,Medium,Yes,2,Low,High,Private,Negative,3.0,No,High School,Near,Male,68,0.24175824175824176
5715,17,72,High,Medium,Yes,7,94,High,Yes,1,Low,Medium,Public,Neutral,5.0,No,High School,Moderate,Male,66,0.2361111111111111
5716,23,83,High,Medium,No,5,74,Medium,Yes,3,Low,Medium,Public,Negative,2.0,No,Postgraduate,Near,Male,69,0.27710843373493976
5717,18,70,High,Low,Yes,7,60,Medium,Yes,1,Medium,High,Public,Positive,3.0,No,College,Near,Male,65,0.2571428571428571
5718,23,93,Medium,Low,Yes,9,94,High,Yes,2,Medium,Low,Private,Negative,3.0,No,High School,Moderate,Female,70,0.24731182795698925
5719,9,64,Medium,Low,Yes,10,68,Low,Yes,0,Medium,Medium,Private,Negative,3.0,No,High School,Near,Male,57,0.140625
5720,17,93,Medium,Medium,No,8,87,Low,Yes,2,High,High,Private,Negative,3.0,No,College,Moderate,Male,69,0.1827956989247312
5721,30,84,High,Low,Yes,5,66,Low,Yes,0,Medium,Low,Public,Positive,2.0,No,Postgraduate,Near,Female,70,0.35714285714285715
5722,15,67,Low,Medium,Yes,5,65,Medium,Yes,4,Medium,Medium,Private,Negative,2.0,No,College,Near,Male,63,0.22388059701492538
5723,16,82,Medium,Medium,No,7,82,Medium,Yes,1,Medium,Low,Public,Neutral,3.0,No,Postgraduate,Moderate,Female,66,0.1951219512195122
5724,17,71,Medium,Medium,Yes,6,58,Medium,Yes,3,Medium,Medium,Private,Positive,3.0,Yes,High School,,Male,64,0.23943661971830985
5725,13,73,Medium,High,No,8,93,Medium,Yes,0,High,High,Public,Neutral,3.0,No,Postgraduate,,Female,65,0.1780821917808219
5726,7,74,High,Medium,No,10,69,High,Yes,1,High,Medium,Public,Positive,4.0,No,High School,Near,Male,64,0.0945945945945946
5727,19,63,Medium,Low,Yes,6,51,High,Yes,2,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Male,62,0.30158730158730157
5728,21,99,High,Medium,Yes,6,65,Low,Yes,1,Medium,Medium,Private,Positive,2.0,No,College,Far,Female,71,0.21212121212121213
5729,20,61,Medium,High,No,5,89,Medium,Yes,1,Medium,Medium,Public,Neutral,2.0,No,Postgraduate,Far,Female,64,0.32786885245901637
5730,19,86,High,High,Yes,7,93,High,Yes,1,Medium,High,Public,Neutral,2.0,No,High School,Near,Male,72,0.22093023255813954
5731,20,75,Medium,Medium,No,7,78,Medium,Yes,0,Low,Medium,Public,Negative,2.0,No,College,Near,Female,64,0.26666666666666666
5732,26,86,Medium,Low,Yes,7,65,Medium,Yes,2,High,High,Private,Neutral,4.0,No,Postgraduate,Moderate,Male,71,0.3023255813953488
5733,19,74,Medium,Medium,Yes,8,76,High,Yes,5,Medium,High,Public,Neutral,4.0,Yes,College,Near,Female,68,0.25675675675675674
5734,17,87,Medium,Medium,Yes,8,92,Medium,No,3,High,Low,Public,Negative,2.0,No,College,Near,Male,68,0.19540229885057472
5735,18,89,Medium,Medium,No,7,66,Medium,Yes,2,Medium,Medium,Public,Positive,3.0,No,College,Moderate,Male,68,0.20224719101123595
5736,23,88,Medium,Medium,No,7,69,Medium,Yes,3,Low,High,Public,Negative,3.0,No,High School,Near,Male,69,0.26136363636363635
5737,28,65,Low,Medium,Yes,7,77,High,Yes,1,Low,High,Public,Positive,3.0,No,College,Near,Male,67,0.4307692307692308
5738,16,86,Medium,Low,No,7,94,Low,Yes,0,Low,Medium,Private,Positive,4.0,No,High School,Near,Male,66,0.18604651162790697
5739,21,71,Medium,Medium,Yes,6,79,Medium,Yes,1,Low,Medium,Private,Neutral,4.0,No,Postgraduate,Far,Male,65,0.29577464788732394
5740,22,61,Medium,High,No,5,60,High,Yes,0,High,Low,Private,Neutral,2.0,No,High School,Moderate,Male,63,0.36065573770491804
5741,14,77,High,Low,No,7,54,Medium,Yes,1,Medium,High,Public,Negative,2.0,No,High School,Moderate,Male,62,0.18181818181818182
5742,20,77,High,High,No,6,55,Medium,Yes,1,High,Low,Private,Neutral,1.0,No,College,Near,Male,67,0.2597402597402597
5743,11,79,Medium,Medium,Yes,8,98,Medium,Yes,2,Low,Medium,Public,Neutral,4.0,No,High School,Near,Female,65,0.13924050632911392
5744,9,88,Medium,Medium,Yes,7,91,Medium,Yes,1,Low,,Public,Negative,3.0,No,College,Near,Female,66,0.10227272727272728
5745,22,72,Low,High,No,7,88,Medium,No,2,Medium,Medium,Public,Positive,4.0,No,High School,Near,Female,66,0.3055555555555556
5746,18,73,Medium,Medium,Yes,8,75,Medium,Yes,0,High,Medium,Public,Neutral,1.0,Yes,College,Near,Female,64,0.2465753424657534
5747,21,62,High,Medium,Yes,5,84,Medium,Yes,5,Low,Medium,Public,Positive,4.0,No,High School,Near,Female,67,0.3387096774193548
5748,20,87,Medium,Medium,No,10,56,Medium,Yes,2,Medium,Medium,Public,Neutral,2.0,No,College,Moderate,Female,67,0.22988505747126436
5749,14,83,Low,Low,No,4,81,Low,Yes,1,Low,Medium,Public,Negative,4.0,Yes,High School,Moderate,Male,61,0.1686746987951807
5750,20,74,Medium,Medium,Yes,9,91,Medium,Yes,1,Low,Medium,Public,Neutral,5.0,No,High School,Near,Male,66,0.2702702702702703
5751,13,88,High,Medium,Yes,7,53,Medium,Yes,2,Medium,Medium,Private,Negative,4.0,No,College,Moderate,Male,66,0.14772727272727273
5752,28,81,Medium,Low,Yes,6,65,Medium,Yes,1,Low,Medium,Public,Positive,2.0,No,High School,Moderate,Male,67,0.345679012345679
5753,12,79,High,Medium,No,5,56,High,Yes,1,Low,Low,Public,Positive,5.0,No,High School,Near,Female,64,0.1518987341772152
5754,19,80,High,Low,No,6,63,Low,Yes,1,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,64,0.2375
5755,14,85,Low,Medium,No,7,89,Medium,Yes,2,Medium,High,Public,Positive,2.0,No,College,Moderate,Male,67,0.16470588235294117
5756,23,86,Low,High,No,7,67,Low,Yes,2,Medium,High,Private,Neutral,3.0,Yes,College,Near,Female,68,0.26744186046511625
5757,18,72,Medium,Low,No,9,84,Medium,Yes,2,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Male,64,0.25
5758,17,66,Medium,Medium,Yes,7,89,Medium,Yes,0,Medium,Medium,Private,Negative,3.0,No,College,Near,Male,63,0.25757575757575757
5759,25,66,Medium,High,Yes,7,91,Medium,Yes,2,Low,High,Public,Neutral,3.0,No,College,Near,Male,68,0.3787878787878788
5760,20,86,Low,Low,No,8,94,Low,Yes,2,Low,Medium,Private,Negative,2.0,No,High School,Far,Female,64,0.23255813953488372
5761,23,95,Low,Medium,Yes,7,80,High,Yes,2,Low,Medium,Public,Neutral,4.0,No,High School,Moderate,Female,70,0.24210526315789474
5762,14,76,Low,Medium,No,7,64,Medium,Yes,3,Medium,Medium,Private,Positive,3.0,No,College,Near,Male,64,0.18421052631578946
5763,12,67,High,Medium,No,7,58,Medium,Yes,0,High,Medium,Public,Neutral,2.0,Yes,High School,Far,Male,59,0.1791044776119403
5764,21,90,High,Medium,Yes,8,75,Medium,Yes,4,Low,High,Public,Neutral,2.0,No,High School,Moderate,Male,71,0.23333333333333334
5765,18,93,Low,Medium,Yes,6,55,Medium,Yes,3,Low,Medium,Public,Negative,5.0,No,High School,Moderate,Male,67,0.1935483870967742
5766,24,95,Medium,Low,Yes,6,96,High,Yes,3,Low,Medium,Private,Neutral,3.0,No,Postgraduate,Near,Female,73,0.25263157894736843
5767,20,84,Low,Low,No,8,72,Medium,Yes,3,High,Medium,Public,Neutral,3.0,No,High School,Near,Male,66,0.23809523809523808
5768,21,94,High,High,No,5,94,Medium,Yes,2,Low,High,Private,Neutral,2.0,No,College,Near,Male,73,0.22340425531914893
5769,10,61,High,Medium,Yes,7,85,High,Yes,1,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Female,62,0.16393442622950818
5770,31,64,Medium,High,No,6,93,Medium,Yes,1,Low,High,Public,Neutral,3.0,No,High School,Near,Female,69,0.484375
5771,19,64,Medium,High,No,8,94,Medium,Yes,3,Medium,High,Private,Neutral,3.0,Yes,Postgraduate,Near,Female,66,0.296875
5772,24,89,Medium,Low,Yes,9,53,Medium,Yes,1,Low,High,Private,Neutral,3.0,No,High School,Near,Male,68,0.2696629213483146
5773,15,63,Medium,Medium,Yes,6,86,Low,Yes,4,High,Medium,Public,Positive,5.0,No,High School,Near,Male,65,0.23809523809523808
5774,22,80,Medium,Medium,Yes,8,61,High,Yes,1,Low,Medium,Public,Positive,2.0,No,College,Moderate,Male,67,0.275
5775,12,79,Medium,Medium,Yes,7,99,Low,Yes,2,Medium,Medium,Public,Negative,2.0,Yes,High School,Near,Female,64,0.1518987341772152
5776,23,72,High,High,Yes,6,89,Medium,No,0,Medium,High,Private,Negative,3.0,No,High School,Moderate,Male,67,0.3194444444444444
5777,18,95,Low,Low,Yes,7,50,Low,Yes,3,Medium,Medium,Private,Neutral,3.0,No,High School,Moderate,Female,66,0.18947368421052632
5778,20,67,High,Medium,No,9,96,High,Yes,1,High,High,Public,Positive,3.0,No,High School,Near,Female,68,0.29850746268656714
5779,24,74,Medium,Medium,Yes,7,65,Low,Yes,3,Medium,High,Public,Neutral,2.0,No,College,Near,Male,68,0.32432432432432434
5780,13,91,Medium,Low,Yes,9,71,Low,Yes,1,Low,Medium,Public,Positive,2.0,No,College,Far,Male,64,0.14285714285714285
5781,16,61,High,Medium,Yes,7,81,Low,Yes,2,Medium,Medium,Public,Neutral,1.0,No,High School,Near,Female,63,0.26229508196721313
5782,23,87,High,Medium,No,5,96,Medium,Yes,2,Medium,Medium,Public,Positive,3.0,No,College,Moderate,Female,72,0.26436781609195403
5783,33,93,High,Medium,No,7,96,Medium,Yes,1,Low,High,Public,Positive,1.0,No,Postgraduate,Moderate,Female,75,0.3548387096774194
5784,19,97,High,Medium,No,5,78,Low,Yes,2,Low,Medium,Public,Positive,3.0,No,High School,Near,Male,71,0.1958762886597938
5785,24,95,High,Medium,No,7,66,Low,Yes,2,High,High,Public,Negative,3.0,No,High School,Near,Male,71,0.25263157894736843
5786,19,73,Medium,Medium,Yes,6,64,Low,Yes,4,Medium,Medium,Public,Positive,5.0,Yes,College,Near,Female,66,0.2602739726027397
5787,32,83,High,Medium,Yes,10,68,Medium,No,3,Low,Medium,Private,Positive,4.0,No,High School,Moderate,Female,71,0.3855421686746988
5788,10,63,High,Medium,No,9,59,Low,Yes,0,Medium,High,Public,Positive,5.0,No,Postgraduate,Moderate,Male,61,0.15873015873015872
5789,21,70,Medium,Medium,Yes,7,83,Medium,Yes,1,Medium,Medium,Public,Neutral,3.0,No,High School,Far,Male,65,0.3
5790,10,64,Medium,Low,No,9,76,Low,Yes,1,Low,Medium,Private,Positive,1.0,No,High School,Near,Female,58,0.15625
5791,5,73,High,Low,Yes,6,89,High,Yes,1,Medium,Medium,Public,Neutral,2.0,No,High School,Near,Male,62,0.0684931506849315
5792,22,95,High,Low,No,5,55,Medium,Yes,2,High,High,Public,Neutral,0.0,Yes,College,Near,Female,69,0.23157894736842105
5793,21,74,Medium,Low,Yes,8,70,Medium,Yes,1,Medium,Medium,Public,Neutral,3.0,No,Postgraduate,Far,Male,65,0.28378378378378377
5794,18,82,High,Medium,Yes,8,62,High,Yes,3,Low,Medium,Private,Neutral,4.0,No,High School,Near,Female,69,0.21951219512195122
5795,19,77,High,Medium,Yes,6,77,High,Yes,1,Low,High,Private,Neutral,3.0,No,College,Near,Female,68,0.24675324675324675
5796,39,78,Medium,Medium,No,6,73,Medium,Yes,0,Low,Medium,Public,Positive,2.0,No,College,Far,Male,70,0.5
5797,18,99,High,Medium,Yes,8,72,Medium,Yes,4,Low,Medium,Public,Neutral,4.0,No,High School,Near,Female,72,0.18181818181818182
5798,23,72,Low,Medium,Yes,4,66,Low,No,3,Low,Medium,Private,Positive,4.0,No,Postgraduate,Near,Female,66,0.3194444444444444
5799,16,85,Low,High,Yes,8,86,Low,Yes,2,High,Medium,Private,Neutral,4.0,No,High School,Near,Female,68,0.18823529411764706
5800,22,77,Medium,Medium,Yes,7,74,High,Yes,2,Low,Low,Private,Negative,4.0,No,College,Near,Male,67,0.2857142857142857
5801,19,62,High,Low,Yes,8,60,Medium,Yes,1,Low,Medium,Public,Positive,2.0,No,College,Far,Female,61,0.3064516129032258
5802,18,80,Low,Low,Yes,8,77,Medium,Yes,1,Low,High,Public,Negative,2.0,No,College,Near,Female,64,0.225
5803,31,93,High,Medium,No,6,80,Medium,Yes,3,Medium,Medium,Public,Neutral,2.0,No,High School,Near,Male,74,0.3333333333333333
5804,27,64,Medium,Medium,No,5,51,High,Yes,1,Low,High,Public,Negative,3.0,No,High School,Near,Female,64,0.421875
5805,21,63,High,Low,Yes,9,60,Medium,Yes,2,Medium,Medium,Public,Negative,2.0,No,Postgraduate,Near,Male,64,0.3333333333333333
5806,6,66,High,Medium,Yes,7,62,Low,Yes,2,Low,Medium,Public,Neutral,4.0,No,Postgraduate,Near,Male,61,0.09090909090909091
5807,18,91,High,High,Yes,7,62,Medium,Yes,3,Low,Medium,Private,Positive,3.0,No,High School,Near,Male,71,0.1978021978021978
5808,36,89,High,Low,Yes,8,62,Low,Yes,2,Low,High,Private,Negative,3.0,No,College,Moderate,Male,72,0.4044943820224719
5809,19,83,High,High,No,6,64,Medium,Yes,0,Medium,Medium,Private,Negative,5.0,No,Postgraduate,Near,Female,68,0.2289156626506024
5810,27,79,Low,High,Yes,8,63,High,Yes,2,Low,Medium,Public,Negative,5.0,No,College,Moderate,Female,69,0.34177215189873417
5811,29,96,Medium,High,No,8,94,High,No,2,Low,High,Public,Negative,4.0,No,High School,Near,Male,74,0.3020833333333333
5812,21,91,Medium,High,Yes,9,66,Low,Yes,3,Low,Medium,Public,Neutral,4.0,No,College,Moderate,Female,70,0.23076923076923078
5813,15,92,High,Low,Yes,9,67,Low,Yes,1,High,High,Public,Positive,2.0,No,Postgraduate,Near,Male,69,0.16304347826086957
5814,5,93,Low,Low,No,7,63,Medium,Yes,2,Medium,High,Public,Neutral,3.0,No,Postgraduate,Near,Male,64,0.053763440860215055
5815,24,86,Low,Low,Yes,8,98,Medium,Yes,2,High,Medium,Public,Positive,5.0,No,Postgraduate,Far,Male,71,0.27906976744186046
5816,15,78,High,Low,Yes,7,77,Low,Yes,0,High,Medium,Public,Neutral,3.0,No,College,Near,Male,65,0.19230769230769232
5817,21,95,High,Medium,Yes,7,81,Medium,Yes,0,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Male,71,0.22105263157894736
5818,13,97,High,High,Yes,5,87,Low,Yes,1,Medium,High,Public,Neutral,2.0,No,Postgraduate,,Female,71,0.13402061855670103
5819,18,61,Low,Medium,Yes,7,67,Medium,Yes,5,High,High,Public,Positive,2.0,No,Postgraduate,Near,Male,66,0.29508196721311475
5820,20,62,Medium,Medium,No,4,98,High,Yes,1,High,Low,Public,Negative,4.0,No,High School,Near,Male,64,0.3225806451612903
5821,22,98,Medium,Medium,No,7,58,Medium,Yes,0,Medium,,Private,Neutral,3.0,No,,Near,Male,70,0.22448979591836735
5822,13,71,Low,Low,No,9,73,Low,Yes,1,High,High,Private,Neutral,3.0,No,High School,Moderate,Male,61,0.18309859154929578
5823,27,95,Medium,Medium,Yes,8,57,High,Yes,1,Medium,Low,Private,Positive,3.0,No,High School,Moderate,Female,71,0.28421052631578947
5824,16,76,Medium,Medium,No,7,90,Medium,Yes,0,Low,Medium,Public,Neutral,3.0,No,Postgraduate,Moderate,Male,65,0.21052631578947367
5825,10,65,Low,High,No,7,55,Medium,Yes,0,Low,High,Public,Neutral,3.0,No,High School,Near,Female,59,0.15384615384615385
5826,19,63,Medium,Medium,Yes,6,78,Low,Yes,3,Medium,Medium,Public,Neutral,2.0,Yes,College,Near,Male,63,0.30158730158730157
5827,20,66,Medium,Medium,Yes,6,55,Low,Yes,1,High,High,Public,Negative,3.0,No,Postgraduate,Moderate,Female,64,0.30303030303030304
5828,21,70,Low,Low,No,8,73,Low,Yes,0,High,Medium,Public,Neutral,4.0,No,College,Near,Male,63,0.3
5829,28,80,High,High,No,5,64,Medium,Yes,1,Low,Medium,Private,Neutral,2.0,No,Postgraduate,Moderate,Female,70,0.35
5830,19,88,High,Medium,Yes,5,95,Medium,Yes,1,Medium,High,Public,Neutral,3.0,No,High School,Near,Male,70,0.2159090909090909
5831,19,99,High,High,Yes,8,53,Medium,Yes,1,Medium,Medium,Private,Neutral,4.0,No,College,Near,Male,72,0.1919191919191919
5832,13,78,Medium,High,No,7,82,High,Yes,0,Low,High,Public,Neutral,2.0,No,College,Moderate,Female,65,0.16666666666666666
5833,25,81,High,Medium,Yes,7,85,High,Yes,3,Medium,Medium,Public,Negative,1.0,No,Postgraduate,Moderate,Female,71,0.30864197530864196
5834,21,81,High,Medium,Yes,7,94,Medium,Yes,3,Medium,Medium,Public,Neutral,1.0,No,Postgraduate,Moderate,Male,70,0.25925925925925924
5835,17,82,Medium,Low,No,10,94,Medium,Yes,1,High,High,Private,Neutral,3.0,No,High School,Moderate,Female,66,0.2073170731707317
5836,9,81,Medium,Medium,Yes,7,99,Medium,Yes,2,Low,Medium,Public,Neutral,3.0,No,High School,Moderate,Female,64,0.1111111111111111
5837,29,60,Low,High,No,7,63,Medium,Yes,0,Low,Medium,Public,Negative,4.0,No,Postgraduate,Near,Male,64,0.48333333333333334
5838,13,60,High,Low,No,10,64,Low,Yes,1,Medium,Medium,Public,Neutral,4.0,No,College,Far,Male,59,0.21666666666666667
5839,16,64,Medium,High,Yes,7,70,Medium,Yes,5,Low,Low,Public,Positive,4.0,No,High School,Moderate,Male,65,0.25
5840,22,64,High,Medium,Yes,10,77,Medium,Yes,1,Low,High,Public,Positive,3.0,No,High School,Moderate,Male,66,0.34375
5841,13,88,Medium,Medium,Yes,4,68,High,Yes,1,High,Medium,Public,Positive,2.0,No,High School,Near,Female,67,0.14772727272727273
5842,11,68,High,Medium,Yes,5,87,Medium,Yes,1,Low,Medium,Public,Positive,4.0,Yes,High School,Far,Male,62,0.16176470588235295
5843,7,96,High,Low,No,6,50,Medium,Yes,1,High,Medium,Private,Negative,3.0,No,College,Near,Male,65,0.07291666666666667
5844,24,97,High,Medium,Yes,8,51,Medium,Yes,3,Low,,Public,Neutral,2.0,No,Postgraduate,Near,Female,73,0.24742268041237114
5845,17,99,Medium,Medium,No,10,86,Low,Yes,1,Medium,Medium,Private,Positive,2.0,No,College,Near,Male,70,0.1717171717171717
5846,38,98,Low,Medium,No,6,94,Medium,Yes,2,Low,Low,Public,Negative,4.0,No,Postgraduate,Near,Female,75,0.3877551020408163
5847,14,71,High,High,Yes,8,89,Medium,Yes,0,Medium,Medium,Public,Neutral,3.0,No,Postgraduate,Near,Female,66,0.19718309859154928
5848,14,80,High,Medium,No,10,56,Low,Yes,1,Low,Medium,Public,Positive,3.0,No,Postgraduate,Moderate,Female,65,0.175
5849,17,67,Medium,Medium,No,9,97,Medium,Yes,1,Medium,Low,Public,Neutral,3.0,No,Postgraduate,Moderate,Female,64,0.2537313432835821
5850,21,92,High,Low,No,6,76,Low,Yes,2,Low,Medium,Public,Positive,5.0,No,College,Near,Male,70,0.22826086956521738
5851,17,96,Medium,High,Yes,8,87,Medium,Yes,0,Medium,Medium,Private,Positive,5.0,No,High School,Moderate,Male,71,0.17708333333333334
